	SMALL LoBM LoOP	ME1 BM1 OP2	ME1 BM1 OP3	SMALL LoBM HiOP	ME1 BM2 OP1	ME1 BM2 OP2	ME1 BM2 OP3	ME1 BM2 OP4	ME1 BM3 OP1	ME1 BM3 OP2	ME1 BM3 OP3	ME1 BM3 OP4	SMALL HiBM LoOP	ME1 BM4 OP2	ME1 BM4 OP3	SMALL HiBM HiOP	BIG LoBM LoOP	ME2 BM1 OP2	ME2 BM1 OP3	BIG LoBM HiOP	ME2 BM2 OP1	ME2 BM2 OP2	ME2 BM2 OP3	ME2 BM2 OP4	ME2 BM3 OP1	ME2 BM3 OP2	ME2 BM3 OP3	ME2 BM3 OP4	BIG HiBM LoOP	ME2 BM4 OP2	ME2 BM4 OP3	BIG HiBM HiOP
200508	-1.0557	-1.6846	-1.6706	-3.4656	0.1861	-0.5920	-2.2473	-0.7031	0.9753	-0.8922	-2.3843	-4.2050	-1.8028	-1.3262	-1.7457	1.6740	2.4849	-0.8870	-3.4103	-1.7102	-0.2581	-1.0844	-2.9545	0.6842	-0.5764	0.2043	-2.0213	1.2930	0.2083	-2.8422	4.5057	0.8754
200509	1.3231	1.4117	0.2717	-0.2156	1.8818	-0.2331	1.0008	3.2307	1.9429	-1.2598	0.2439	0.7916	-0.4236	-0.4561	-0.1548	-0.7359	-1.8001	-0.4046	-0.3458	0.5675	2.1003	0.9061	-0.9129	3.0315	2.4557	3.5841	-0.6164	1.3135	1.1417	0.6224	5.1373	3.5782
200510	-5.2478	-4.0286	-2.9018	-2.8026	-4.6332	-0.7162	-1.2553	-5.2548	-3.5483	-1.6344	-3.4693	-3.9845	-2.1843	-2.0326	-1.6583	-2.8514	0.8217	-2.7743	2.0957	-1.0165	-1.6818	-2.3674	-3.2201	-5.0378	-0.0328	0.0808	-0.4240	-7.1683	-0.9214	1.5752	-6.5374	-9.9222
200511	4.3212	5.5907	5.7794	5.1800	4.6983	5.5657	3.7783	4.6924	6.8792	3.1791	4.5914	1.8132	4.1173	3.9056	2.4549	0.2642	7.9113	4.6223	2.9855	2.3208	2.9912	6.2179	4.3957	4.1548	3.2562	3.9802	5.2018	2.2453	3.9400	4.0336	0.0340	-2.0595
200512	-0.0534	0.5574	-0.5949	0.3188	0.8947	-0.2989	-1.5190	0.9642	-0.2462	-0.6027	-0.7774	-0.2326	0.1421	-0.3264	-1.3113	0.0927	-2.3439	-1.6081	-0.0729	-0.0596	1.5988	-0.5300	0.6039	-1.2225	2.4009	1.1122	-0.0728	1.2753	-0.2989	1.2660	0.8976	1.0954
200601	11.7937	8.2545	9.0240	6.2052	10.4618	10.2766	7.5681	10.9054	9.9606	5.9591	8.0102	14.1399	9.3692	6.7318	5.2499	3.6218	5.2223	2.6256	1.9808	1.0218	5.6235	-0.0304	1.6145	6.4593	2.4660	1.3704	1.2135	7.6307	3.2013	2.4639	8.4632	17.5014
200602	0.7970	-1.7498	-1.0167	-0.4584	0.0531	1.0436	-0.5958	-2.7376	-0.5040	1.0005	-0.5055	-4.2836	-1.1889	1.5474	1.7715	1.6317	-3.5185	0.7296	0.3626	0.9567	0.5536	0.4674	1.8987	-2.3751	0.3061	0.5628	3.2302	-2.9748	0.1299	2.7861	-4.6129	-9.6984
200603	3.2039	4.7109	4.9542	4.8353	6.3636	6.5472	4.5733	5.6942	6.3647	4.2512	2.8504	6.5566	4.5787	4.6506	5.4704	5.9986	1.4300	3.0384	0.5407	1.2047	1.7715	4.5390	-0.1135	1.3800	0.5331	2.0481	0.4543	2.6577	1.2475	-0.2230	2.9163	3.9716
200604	-2.9934	-0.0152	0.3333	0.7147	-2.0466	2.6166	1.1862	3.3707	-0.1959	0.6173	-0.2537	3.9225	1.2591	0.9672	2.0354	3.5500	-3.8362	-0.7522	-2.2451	1.0276	0.7471	1.1161	1.5324	3.7398	1.4788	1.9131	3.0498	2.5855	2.0777	5.8480	3.8136	2.8264
200605	-11.9995	-6.8828	-6.3703	-5.0142	-6.6043	-4.7967	-3.6549	-3.5429	-4.9219	-4.3625	-4.5779	-2.7350	-4.5745	-1.6922	-1.7117	-5.9159	-5.8772	-4.3461	-2.6319	-1.7074	-5.0102	-2.1375	-3.8192	-3.0537	-1.7598	-2.6587	-1.9623	-3.6447	-0.7581	-5.1377	-3.4187	-1.0982
200606	0.3032	-1.9891	-0.8470	0.1953	-3.9525	-0.5816	1.1816	2.5765	-1.9583	0.9103	1.1386	2.3627	-0.9661	1.1508	0.9992	-3.1471	1.0444	-2.1238	1.1292	0.3144	-4.2747	-1.9160	0.4701	0.7300	-0.3560	-0.3542	1.6709	2.0827	-0.0531	-0.4156	4.0160	0.9700
200607	-7.2507	-6.6929	-5.3357	-3.4442	-4.9667	-3.9682	-1.8323	-3.5588	-2.6412	-2.3718	1.4212	-1.5143	-3.0671	-1.3138	-4.2701	-1.8627	-10.2306	-2.8512	-0.3860	-1.3690	0.6076	-0.0993	-2.3348	3.9838	-0.7941	0.6490	4.1267	2.5444	-0.7426	3.9815	3.2207	1.2200
200608	5.3972	2.6728	3.1081	1.7344	4.9598	3.2489	1.9369	1.9121	4.1870	2.1989	2.1299	-1.4206	4.1159	1.2854	-0.7829	2.1516	6.9086	0.7944	3.8667	3.4177	4.3944	3.8526	1.8642	1.5887	5.0261	2.4420	1.4480	-3.4968	1.1662	1.0615	0.9411	-4.7982
200609	-2.2530	1.2203	1.4906	2.1716	0.8325	0.9208	1.4568	-0.4845	1.2934	1.6434	-0.5166	2.6184	1.1719	1.5700	4.5926	0.6296	2.4491	2.8290	3.3534	1.3819	1.0229	4.0811	4.3730	0.3291	1.0655	3.3608	2.0959	-1.7502	3.1334	2.7316	3.4314	-4.0029
200610	6.6432	5.2554	5.9850	5.8835	5.9868	6.1370	3.8983	5.2571	3.7632	5.2304	4.8381	2.7030	5.7224	4.5716	5.7116	3.3026	2.5933	5.6871	2.3328	3.6645	1.3925	0.4707	4.1582	6.3954	3.3818	4.7244	0.6148	5.2476	4.5936	2.6883	2.3630	3.8641
200611	2.9743	2.0336	3.1953	2.1434	2.1151	1.7192	2.8214	4.3540	2.3364	2.6756	3.2568	4.7579	2.2252	3.1826	3.1763	3.0827	3.8302	3.7042	0.2614	1.9866	0.9296	1.4776	1.3310	4.5601	2.4788	0.6582	3.2163	5.5826	2.2939	0.0250	0.7972	8.9663
200612	-1.5281	0.1599	-0.1681	-0.1023	1.4392	0.7704	1.0496	-0.0085	1.2951	0.9260	1.6370	0.6456	2.3309	2.3816	5.5252	1.8534	-2.6868	-2.7835	0.6924	0.0302	2.0022	3.1140	0.9387	0.8535	0.8061	5.6105	0.7233	-1.9924	2.8809	3.6041	0.5583	4.6926
200701	1.7212	1.9582	2.2339	2.7854	-0.1483	1.6883	0.9447	0.3368	0.8775	0.6113	0.8669	2.8119	2.8882	1.6290	4.6528	4.0970	3.3958	4.6644	2.2418	2.1997	3.3289	0.0058	3.2689	-0.4800	1.6534	0.7489	1.8901	2.6371	1.5286	2.9164	-0.1499	-2.8997
200702	-0.5431	-0.5383	0.5615	-0.1980	1.3726	0.3911	0.3088	-2.2639	-1.0612	-1.1697	-1.9671	-1.9953	-0.7498	-0.0480	2.8801	1.0562	-0.0338	-3.9207	-2.5138	-1.6657	1.0683	-1.5806	-0.4454	-1.5645	-1.3247	-3.8317	-1.7428	-1.5438	-1.1420	-0.4316	-1.5245	-2.5186
200703	-0.1780	2.5074	1.9536	2.3684	1.9225	2.6547	0.6071	-0.1895	0.3840	1.0622	0.9718	0.2173	1.2873	-1.1831	0.5987	0.7058	1.6286	1.1120	0.3728	0.7007	-0.4591	1.3924	-0.0288	3.1085	0.4761	1.5364	2.2825	4.1490	1.0545	0.9063	-0.5301	2.2615
200704	2.6840	2.3873	1.8945	3.2833	4.2702	2.8511	0.9179	2.1746	0.2379	-0.2134	0.5300	2.0680	2.1741	0.6085	3.7135	5.0491	4.3294	5.6404	4.6677	5.0825	4.7255	3.9656	4.7834	5.6458	3.5147	4.7524	4.1707	3.6953	3.1741	2.7865	1.9575	2.7453
200705	1.5234	4.5591	6.9798	4.9131	2.2060	4.7506	4.0982	3.0407	2.1528	4.0708	1.8376	2.8442	3.1016	2.8720	5.4275	0.1938	1.9124	3.6723	2.3628	3.8309	0.8684	3.3270	3.9453	4.4954	4.6566	3.5684	5.0158	6.4740	2.9191	1.3450	2.4513	10.2293
200706	-1.7057	0.4170	-1.4519	-0.2426	-0.9981	-1.1506	-1.0213	-1.3747	-0.1982	-2.3480	-4.1916	-1.9947	-0.8150	-2.0141	3.3675	-0.3619	-3.2574	-0.1481	-1.7769	-1.4425	-1.5616	0.2241	-0.6649	-0.1367	-1.4604	-4.2242	-2.3984	-1.2978	-1.6375	-3.6034	-3.8015	0.6233
200707	-4.9646	-1.4959	-4.9371	-6.1451	-5.1660	-3.3179	-4.9633	-8.2704	-5.5757	-6.4571	-8.3537	-7.2355	-8.0563	-10.5585	-10.7378	-9.0130	-0.0198	0.8445	-2.2394	-1.2245	-2.8089	-0.6582	-3.0063	-1.8725	-2.8425	-6.0786	-5.0885	-1.5645	-5.7365	-6.8167	-2.2143	-4.0968
200708	2.8733	3.0570	2.0510	0.2021	2.2331	1.3449	3.6848	-0.1440	1.3142	3.6286	3.9757	-3.6615	-2.0177	-1.9082	-1.7420	-3.2675	3.2675	2.4198	3.1969	0.5958	1.9675	2.7277	1.0243	1.0690	1.9301	2.0874	-0.7361	1.5486	1.3088	-1.6534	3.2245	-1.1604
200709	4.8818	5.0352	0.6933	0.9585	1.8026	1.3272	0.4208	0.0469	1.6820	-0.1442	0.6196	2.9961	0.3461	-2.1520	-0.5593	-3.9414	8.5166	8.5602	3.9670	3.9870	6.3875	4.7622	0.9803	5.6896	2.2147	0.5002	4.0123	7.5479	2.6728	1.7023	3.6776	5.1908
200710	5.1690	6.4779	2.9621	1.1622	3.5190	4.1165	0.5625	1.6394	2.3212	0.0092	-0.8618	1.1512	0.6068	-1.1468	-1.3949	-1.0629	2.6228	13.5179	2.3268	4.4941	4.1824	1.5339	0.7671	1.6408	1.7071	-0.6236	3.0750	0.6799	-0.7416	1.6722	-1.6085	10.0625
200711	-9.7717	-6.2124	-6.4960	-6.0005	-10.5212	-5.9210	-5.0461	-6.5678	-7.9244	-5.1892	-6.7675	-11.0162	-8.7189	-8.5155	-4.0757	-10.7972	-5.9089	-2.8550	-1.5484	-4.8749	-9.2050	-2.9599	-0.3902	-2.8111	-4.7870	-6.3590	-5.8820	-3.5326	-5.3954	-4.6411	-5.9175	-6.6501
200712	1.6522	0.6164	-0.6494	-0.3821	0.2804	-0.0987	-2.3286	-0.6467	0.9753	-2.0674	-2.2790	3.4085	-1.0996	-0.7651	-2.3275	0.7803	-5.2669	2.0996	-0.7463	-0.5720	-3.0900	-1.3957	-0.0686	2.6329	-0.0473	-4.5591	-1.0546	7.3909	-1.1088	-2.7011	0.2441	13.6108
200801	-10.6613	-10.7193	-7.6191	-6.6054	-12.0859	-8.8912	-3.7448	-3.3164	-9.7499	-1.4933	-1.2457	-0.1684	-7.2383	-2.1356	-4.6234	1.7600	-9.1055	-16.9153	-6.7740	-6.3799	-11.1531	-8.5122	-1.6895	-5.4282	-5.3172	-1.9948	-3.2689	-11.2594	-5.2740	1.3621	-1.2279	-11.1612
200802	-5.2378	-1.2371	-3.2531	-4.2483	-3.9661	-1.4076	-4.8600	-1.6717	-3.1158	-3.7555	-2.9751	-0.6131	-4.8645	-5.7094	-4.0835	-4.0385	0.0233	-6.7448	-1.2188	-2.6942	0.5184	-1.9952	-3.0763	1.1459	0.1376	-6.0591	-8.0275	7.0140	-6.5525	-7.6344	-1.1654	8.5597
200803	-3.7456	-1.4580	-0.0220	-0.5622	-2.5959	0.1110	2.1623	4.4420	-2.8429	1.9913	1.9087	3.1445	0.2712	-1.1037	0.1948	-3.0505	-3.4038	0.0712	0.4264	0.3477	2.1191	3.3115	-0.6881	-0.4051	-5.8113	-3.4711	-1.1640	-2.5890	-0.6501	-1.5576	-4.1757	-3.6063
200804	3.4616	7.0227	3.9305	5.0811	3.6467	0.8257	2.7004	6.1159	1.5145	0.8905	3.3812	6.7352	3.5587	-2.6683	3.0664	2.0918	8.7694	13.9435	1.0250	3.4662	5.6957	-1.6607	5.6866	6.6614	5.2956	6.3375	7.7326	12.0560	3.3166	8.1398	5.3599	10.2656
200805	4.7791	5.9076	3.5757	5.8350	8.3325	2.8601	3.6013	10.0463	6.2499	3.6808	3.5015	7.9015	1.6273	2.4205	5.2343	2.1451	5.5158	4.8869	3.5628	3.3328	3.8856	0.2122	1.2422	-1.0266	3.4831	-0.4344	-0.7714	7.2826	-0.0677	0.1391	0.8476	5.8084
200806	-7.3154	-5.6213	-7.9011	-7.5624	-6.8631	-9.2908	-10.4557	1.2167	-10.3807	-10.6949	-6.0184	1.7195	-10.9129	-11.9326	-6.6630	-9.2320	-8.6754	-9.6611	-4.9540	-7.2367	-11.4812	-8.3498	-9.1805	-3.4592	-7.9442	-11.4330	-9.1168	0.1090	-13.7511	-13.6165	-9.4069	0.7380
200807	2.6066	2.9641	0.8329	2.0604	3.8000	4.1097	4.8489	1.1543	1.8058	4.0985	5.6858	8.7272	3.9368	10.3694	5.9201	-7.4521	0.6457	-6.3101	1.3511	-0.9660	2.0093	0.6929	1.0653	-8.8141	-1.6258	-0.0688	-3.3284	-9.0910	0.4055	10.9880	0.3779	-16.9049
200808	-0.7612	3.9583	3.3365	5.6065	2.5320	3.3984	5.4650	3.5640	7.2560	4.9638	4.4293	6.3103	9.2181	8.2897	7.6847	8.1573	-5.4321	1.4498	2.5125	1.6221	-1.8685	3.0794	2.0416	0.3061	1.2636	1.6942	1.6086	4.2804	0.7343	0.2831	-3.6466	3.5601
200809	-12.3481	-12.0974	-9.8159	-10.2030	-10.5936	-9.5092	-4.7030	-5.8215	-10.0946	-4.6387	-0.3879	-5.7209	-9.4893	-4.3662	-8.3229	-10.6753	-18.4415	-12.1343	-9.2269	-9.0248	-15.4267	-7.6580	-10.0092	-8.6838	-6.3146	-10.0125	-8.3797	-3.0850	-15.2187	2.8198	1.1496	-27.6717
200810	-26.1982	-17.9941	-22.6782	-20.4972	-20.6292	-18.7400	-16.5432	-19.6247	-20.7271	-16.0602	-18.0503	-16.3733	-24.3469	-21.6496	-24.4388	-33.3987	-26.4020	-17.6254	-11.7835	-17.6655	-17.7984	-15.9400	-15.7362	-12.7851	-18.6156	-15.3657	-12.4564	-14.6602	-25.4513	-19.7378	-20.4212	-41.1209
200811	-13.6233	-10.5274	-11.2981	-11.5393	-12.0640	-9.2220	-9.7587	-13.8239	-15.2973	-9.8030	-10.5158	-14.4020	-17.0585	-15.6305	-24.4115	-5.2113	-11.5560	-13.2566	-5.3119	-8.1958	-9.7543	-6.0130	-6.3829	2.2855	-10.0359	-8.5310	-2.6750	-0.3209	-15.0021	-13.9239	-12.5292	-14.6750
200812	6.5848	5.0385	3.2826	5.5240	5.4770	6.3185	2.8483	2.9910	3.0773	5.3671	3.9793	6.2846	2.8642	7.0634	9.0926	13.7916	4.4423	-0.8299	3.7295	0.7469	5.8651	1.4873	1.6603	1.6611	0.3537	2.1651	0.8867	-4.1688	4.4470	-3.0865	1.9040	-17.2554
200901	-4.3850	-7.3484	-7.4853	-10.0218	-6.1797	-11.7132	-11.0158	-10.9927	-9.3225	-14.1327	-17.3272	-21.0702	-13.6951	-25.9828	-16.4733	-16.8757	0.2966	-0.2273	-3.0278	-4.9545	-2.9806	-8.6007	-9.5157	-5.4133	-5.8772	-10.7214	-12.5204	-10.6012	-12.2885	-23.0085	-14.8559	6.7642
200902	-11.8687	-8.8990	-8.4051	-10.1604	-9.6580	-11.7467	-11.0274	-14.2603	-12.1403	-12.7411	-12.9338	-20.7780	-17.0139	-18.4530	-18.6584	-6.1598	-5.1260	-3.9176	-7.7353	-7.5467	-2.9452	-12.7366	-9.2446	-9.4960	-12.6858	-13.3635	-10.2116	-11.1803	-17.4584	-15.7660	-15.0691	5.5540
