	SMALL LoBM LoOP	ME1 BM1 OP2	ME1 BM1 OP3	SMALL LoBM HiOP	ME1 BM2 OP1	ME1 BM2 OP2	ME1 BM2 OP3	ME1 BM2 OP4	ME1 BM3 OP1	ME1 BM3 OP2	ME1 BM3 OP3	ME1 BM3 OP4	SMALL HiBM LoOP	ME1 BM4 OP2	ME1 BM4 OP3	SMALL HiBM HiOP	BIG LoBM LoOP	ME2 BM1 OP2	ME2 BM1 OP3	BIG LoBM HiOP	ME2 BM2 OP1	ME2 BM2 OP2	ME2 BM2 OP3	ME2 BM2 OP4	ME2 BM3 OP1	ME2 BM3 OP2	ME2 BM3 OP3	ME2 BM3 OP4	BIG HiBM LoOP	ME2 BM4 OP2	ME2 BM4 OP3	BIG HiBM HiOP
197808	8.4810	7.3651	6.9133	9.0456	8.1612	9.6142	9.0219	9.4622	9.2537	4.9177	6.7247	8.8557	10.6990	8.8639	9.7838	10.0015	-1.9494	0.9016	2.6870	4.7049	3.7630	3.9458	4.8951	4.5042	3.9587	4.3242	4.4162	5.6407	1.4138	3.6926	3.2682	2.7608
197809	-0.0901	-0.9853	-0.7513	-2.3718	-3.9868	1.1757	-1.3804	-1.2461	-0.1917	-1.0198	-0.1615	1.3798	-0.6575	0.0904	-0.5856	-3.2815	-1.5071	-3.9121	-2.4448	-3.8464	0.2609	-1.5938	-0.9438	0.8637	-0.6310	0.8024	1.3102	5.4544	-0.5757	-0.4671	2.0750	4.0399
197810	-26.4254	-24.1325	-20.2721	-23.0401	-19.6251	-19.5037	-16.6587	-20.0462	-19.4083	-14.9092	-16.1160	-16.3733	-21.6616	-19.1609	-21.0370	-25.7273	-11.4285	-11.6341	-10.1473	-8.6923	-12.0881	-10.5776	-10.3345	-11.0348	-8.7538	-7.2214	-10.3567	-8.3774	-11.7491	-10.8843	-12.1334	-10.2761
197811	5.0271	9.5191	8.5256	8.9944	2.1704	6.2946	4.4259	5.0425	4.9691	4.4567	2.5690	5.0281	4.8161	4.5481	5.2436	7.3730	5.6640	2.2501	2.4113	2.9212	4.8673	3.8155	2.5002	1.7834	3.2259	3.6539	2.8563	5.3997	2.9474	1.3170	6.0371	3.1560
197812	1.4538	2.3971	4.3956	3.0091	1.0415	1.6013	1.8282	2.9214	1.6936	1.8838	2.2261	-0.3361	2.4146	2.5505	0.7834	1.7337	-5.0462	5.1354	0.4951	5.2345	0.6804	1.3778	1.2200	0.9328	0.6111	0.1604	0.7287	2.1572	-0.7495	-0.0035	-0.8478	2.8557
197901	9.4729	7.9362	6.6150	8.9689	9.8174	7.7606	7.8441	7.2112	9.4414	5.7737	8.0245	8.8010	11.9092	10.7840	9.6630	9.7793	6.2632	1.7928	3.7859	2.5033	6.8702	5.4365	5.4629	4.5783	6.4939	4.2498	3.9236	3.6790	8.2844	6.7926	5.0351	4.1261
197902	-1.7396	-0.8924	-2.9424	-3.8288	-1.0450	-1.3264	-2.6385	-3.3918	-1.4304	-2.4597	-2.7447	-5.6061	-2.5022	0.6741	-1.2322	1.5310	-5.0834	-6.7953	-3.6666	-3.8343	-2.1927	-2.0683	-3.4826	-2.2878	-3.1297	-2.1170	-1.7716	-2.0327	-3.2136	-2.3728	-3.2814	-0.8698
197903	11.9568	14.1214	11.1747	11.1215	10.6601	8.8947	7.5028	8.3140	8.1117	7.6859	5.9404	8.8396	9.1820	7.7352	11.0384	13.0612	6.1317	7.9200	5.2024	5.2918	5.2564	5.3728	6.6439	7.6417	4.4025	3.1314	8.0720	8.4152	8.0790	5.8304	9.5814	4.9291
197904	-0.7934	1.0208	1.6624	2.1212	1.4357	3.8775	3.4426	2.3254	4.8412	2.8068	1.7186	1.9799	3.0963	2.9571	3.4457	17.8889	-2.7471	0.1675	0.8508	-0.0283	-2.3642	1.9434	-0.2485	2.0901	-2.9685	-1.5892	3.6820	2.5992	-0.4693	1.5079	1.4990	5.8371
197905	-1.4208	-2.8508	-2.1425	-2.6593	-1.7367	-0.6752	-0.9100	-0.5306	1.4100	-0.6095	-1.2123	-1.7934	-0.5299	0.0383	-2.7028	-0.3673	-3.5828	-0.3982	-2.5766	-1.7381	-0.1590	-2.1250	-1.8760	-0.2792	0.8050	-0.7054	-2.2987	-2.7594	-1.1649	-0.4808	-2.2902	-6.7745
197906	7.4211	9.6297	7.1578	4.2425	7.7346	7.2020	3.6537	4.5430	8.9872	3.8950	6.0160	6.0948	6.0274	2.9081	4.9461	25.9235	2.7298	7.1797	2.4138	1.9627	6.9374	5.2970	4.4243	5.3967	6.2290	3.3191	6.1620	7.0584	6.1425	5.6895	5.9728	6.4882
197907	-1.7477	1.5005	2.7669	2.5847	3.8857	4.0144	3.8116	4.2558	3.2239	3.0812	3.8825	5.5378	2.3732	3.0565	8.2083	1.1957	4.8831	0.8470	1.5162	-0.9200	-0.1770	2.0801	3.1927	1.9751	1.7807	0.7008	4.9666	0.0785	2.9924	3.0657	2.2334	1.9112
197908	8.5430	8.0622	9.4136	9.3606	5.6719	6.8597	6.6605	10.0405	6.9238	6.2442	7.1098	5.8983	9.5394	6.2670	9.7569	4.5667	10.2138	9.4689	7.5942	5.7932	6.5166	7.8293	7.8765	5.9261	2.7139	4.1671	6.6186	6.7812	4.3207	5.1902	8.9213	6.8770
197909	-0.9643	4.5788	1.5075	0.2361	-1.4680	-0.8944	-0.6156	-1.9326	0.0294	-2.1173	-1.0355	-3.1070	-0.4496	-0.6450	-3.2602	-0.7169	2.7629	-1.0827	-0.7135	-2.1072	0.4954	-0.1844	1.0588	2.3189	-1.2786	-0.7140	0.8466	7.4270	-1.6277	-0.5498	2.9057	-5.9774
197910	-8.1811	-9.3223	-7.1180	-9.8025	-12.2242	-10.4433	-10.9973	-11.5662	-9.3827	-9.1654	-11.8584	-11.9229	-11.9870	-12.0709	-12.8127	-11.2516	-5.7916	-4.6014	-6.1120	-7.1703	-8.5392	-8.1627	-5.8773	-3.1853	-7.5820	-5.9331	-9.3242	-8.1169	-8.1739	-7.7825	-7.0664	-13.8043
197911	12.9364	13.4594	9.1368	10.6804	9.3950	7.3954	4.7624	7.7699	8.6502	6.0787	5.5997	8.7431	7.4510	4.4966	7.4458	12.7764	9.4598	7.8873	5.3711	5.8501	8.8651	5.3238	6.3362	6.8358	7.1400	6.1125	6.9900	1.1353	4.7597	5.3329	-0.7679	12.8341
197912	12.2485	11.6081	6.6046	7.2062	8.9858	5.0143	4.3454	5.3330	6.5012	3.1848	4.3335	4.5218	5.9757	5.9211	5.8312	8.3827	7.0513	2.2735	4.0125	1.5122	5.9901	3.5684	3.3538	0.7776	-0.1481	0.3858	2.8864	2.3224	1.2438	3.1377	1.5198	-1.5055
198001	15.7875	9.1559	8.5053	6.1961	9.2052	6.2637	6.3817	10.0582	8.1526	5.1023	5.3161	8.0455	12.1254	8.5853	9.8616	6.4443	4.4436	1.2047	5.3708	3.9073	4.7523	5.1961	9.5984	8.2523	3.5704	3.5469	6.6450	9.6475	8.2637	5.2478	10.3720	-1.6962
198002	0.8234	3.6524	-1.8898	-1.1171	3.0916	-3.6251	-3.8419	-4.5555	0.2714	-4.6118	-5.0083	-2.5418	-2.1078	-2.0184	-3.5378	-0.1760	-2.6240	-2.8540	-4.2683	-3.9589	-1.3931	3.1491	-1.5900	6.2210	-1.7719	-0.4808	-1.2178	7.8893	-0.1535	-2.1427	5.6734	-6.1568
198003	-25.3155	-22.0357	-16.8829	-18.1857	-20.9519	-14.6784	-15.7025	-17.0097	-17.5137	-13.4077	-13.5131	-16.3041	-18.1026	-16.5604	-19.0699	-23.9109	-9.7915	-6.0707	-6.2844	-8.6020	-13.0000	-11.4913	-11.7366	-13.0833	-8.8600	-7.7864	-11.0947	-13.6594	-12.8365	-11.3265	-14.9054	-9.4234
198004	7.2652	4.6334	7.0528	5.8008	7.2727	7.4432	6.0065	5.4449	8.9623	6.0159	4.9062	5.8286	6.0459	6.2993	4.2175	2.2724	2.5160	7.5623	3.7456	2.7986	3.4550	5.1861	4.7709	3.9178	6.7028	6.7680	3.6250	6.1995	8.2273	5.7679	0.9900	11.9790
198005	7.2176	7.1679	8.0094	8.6118	6.5435	8.3621	8.0598	7.2598	6.1544	7.0348	9.3068	9.6235	8.0431	8.5084	6.9814	11.7224	7.6299	4.0357	5.1123	5.8654	6.5074	6.6687	6.5672	5.6929	6.3532	5.4962	5.5824	1.8103	5.5730	7.1913	6.4142	19.2959
198006	6.3289	5.2118	5.2608	5.1952	4.3255	2.4379	4.7450	3.6463	4.5283	4.5165	5.5270	5.2269	3.9209	3.4663	1.5548	0.0904	5.8797	2.8623	1.8149	3.3453	5.8757	2.9491	2.4574	5.1232	3.7166	2.9867	4.1707	1.5390	3.5419	2.3636	-1.4177	1.9048
198007	8.3826	15.3890	14.0784	13.8238	7.9488	10.6283	7.1590	11.8253	9.8119	6.2370	6.8591	14.0007	8.5106	5.6647	6.9771	12.1498	0.9673	10.9740	11.8548	12.3604	8.0084	8.5202	7.9910	3.9684	3.7068	4.8117	2.9543	6.4068	3.6590	2.4182	0.6193	2.8796
198008	8.1182	7.2685	8.6459	8.6578	3.7051	4.6459	5.0012	6.9719	3.7581	3.6494	3.8094	2.2066	5.1220	3.6264	3.5136	2.2649	-0.5471	5.3238	2.6150	2.9290	1.1243	0.8859	1.1004	1.8255	0.4776	0.4377	2.2726	1.2461	-0.3526	3.7979	2.2075	0.6572
198009	4.9033	5.0227	3.9211	5.8377	1.8876	2.9718	2.2587	4.7615	0.9947	0.7644	1.9809	3.7613	1.8553	1.4355	2.0697	3.5591	3.6477	4.7311	5.6917	3.0629	7.5330	5.8107	3.2221	6.3306	1.0375	1.6635	6.6844	-0.5066	0.5683	-1.5987	-2.4729	0.4204
198010	7.1515	7.9017	5.3577	4.7511	3.0088	2.5372	2.1038	2.4818	4.4991	2.8018	3.8222	2.6900	3.6424	0.9198	0.0944	6.0334	4.9780	-0.0822	1.2980	1.2329	1.1214	0.2874	3.5214	5.1197	-1.1425	3.6851	2.4378	4.0229	-0.7823	-2.5800	4.9951	-2.4720
198011	17.5076	15.9805	10.5350	10.9420	7.0639	4.6898	2.4305	6.1487	3.9033	3.9091	2.6402	4.1177	3.2255	0.9590	3.0378	0.7358	12.9648	12.7515	17.0033	9.1864	15.3713	11.4080	10.4378	17.1911	1.9504	13.2584	18.8237	11.0423	2.5413	1.6710	21.2957	24.4508
198012	-9.5247	-4.1511	-3.4299	-4.9673	-6.0251	-2.4423	-0.2797	-0.5143	-3.4976	-1.4513	-0.2525	-0.3575	-2.5528	-0.5089	-0.2807	-1.0348	-1.2660	0.1685	-3.2776	-0.0757	-4.6281	-3.5838	-2.4150	-8.2533	1.2615	-3.3632	-6.3330	-4.8585	-0.2284	0.1162	-4.8436	-10.2540
198101	-3.4116	-4.1721	-3.1972	-3.5626	-3.6384	0.1432	1.9499	0.6904	-0.6716	2.1571	2.1972	-0.0911	2.5705	2.6825	2.8054	5.4766	-3.8398	-8.2768	-7.2526	-6.4353	-4.5866	-4.0730	-4.1686	-8.9160	-1.3071	-3.7994	-7.7912	-3.6157	1.7210	5.1949	-8.4872	-6.3844
198102	-0.5122	-1.3905	-0.5249	-0.1951	-0.8759	2.7755	3.5415	1.9972	1.4157	1.5147	3.4938	3.5750	2.3028	3.5964	1.9254	3.9328	1.4309	2.8389	3.7464	1.9783	2.4478	1.7824	4.1814	0.7673	0.0933	3.1946	2.4658	-1.2534	1.0811	2.0852	0.5183	0.3091
198103	4.2116	5.7484	7.7668	9.1526	7.9276	6.2787	8.9484	7.5662	8.6848	10.1785	6.1907	10.4796	7.0005	5.6948	6.7702	11.1154	5.1157	6.5227	3.4588	4.6678	6.9945	10.2309	3.0416	1.7058	9.7022	2.9841	2.6122	-1.5126	8.9007	3.5911	-0.2094	-3.5181
198104	-2.7465	-0.2145	0.4585	5.1945	2.1452	4.4956	3.9215	4.2772	2.9989	1.7229	4.1772	5.4485	4.3609	3.6856	5.2652	5.5204	-2.0429	-2.5207	-3.7887	-1.1195	-4.0936	0.3200	-1.6293	-7.1687	-0.2747	-0.6472	-4.2946	0.6076	-0.7652	3.9133	1.0743	-1.8947
198105	3.7855	3.5996	4.2234	5.9955	4.1677	1.3472	3.9174	3.5556	1.4480	0.4741	2.0996	0.9077	4.0187	1.6207	0.5486	2.2814	-1.7951	2.3162	0.2643	2.8835	0.8467	0.3003	-1.1009	-2.4139	1.4879	-0.6310	0.7327	-1.1409	2.8960	4.5853	0.3229	-0.8104
198106	-7.2412	-6.1895	-4.9348	-4.9325	-3.8391	0.5055	1.3333	0.3904	0.2798	2.2321	1.8463	-0.0876	1.3050	2.8554	2.9849	-1.4528	-4.1792	-4.4608	-5.0704	-4.8264	1.2947	-1.3472	-1.1641	4.9488	1.1500	-0.1653	3.8177	2.1033	0.7258	-1.7912	2.1179	5.1601
198107	-3.0895	-1.0224	-2.0594	-3.6406	-3.6656	-0.6739	-2.9012	-3.0618	-1.4334	-0.2063	-1.7218	-1.6498	-2.4713	-1.2767	-2.1996	-2.6421	4.4661	2.5666	2.2657	0.4307	-2.1586	-1.0151	0.8515	5.4053	-3.5662	-3.1823	-1.7484	1.0630	-1.8927	-0.8089	-0.2151	-6.7345
198108	-10.3251	-11.7627	-7.7596	-9.7354	-8.4689	-6.8416	-4.7459	-4.7685	-6.7023	-4.6864	-3.5378	-6.8548	-9.3061	-3.5408	-2.5618	-7.4345	-12.5620	-9.9809	-7.0801	-5.2762	-9.5510	-5.6566	-6.0860	-6.9023	-6.4642	-5.0488	-4.8957	-5.5649	-4.6518	-1.8832	-1.1953	-3.2117
198109	-15.1317	-10.8130	-10.6822	-8.4026	-11.4212	-8.3426	-6.2483	-5.2524	-7.0663	-3.5603	-4.9937	-4.5964	-6.9967	-4.5949	-3.9912	-5.1870	-6.8628	-6.6387	-7.0764	-6.7359	-5.3255	-6.3555	-4.4766	-9.5010	-6.2067	-7.0865	-3.9769	-6.9348	-3.7529	1.2092	0.9606	0.3468
198110	10.7149	9.0458	8.6095	10.4439	7.1108	7.1007	6.7841	7.6370	6.4415	7.2769	6.6228	7.8325	4.6964	4.8386	5.7809	10.1977	14.2777	10.3205	9.1989	6.5250	-0.8110	6.1856	6.7865	11.1269	5.8207	3.9806	2.4068	4.8862	1.4294	3.0475	9.8598	7.6800
198111	-2.4031	0.7255	1.6730	1.9888	1.9687	4.1342	5.5649	5.4278	3.8549	4.9461	4.8422	5.1298	2.3077	4.8063	5.0862	11.2875	2.5941	5.9623	3.0093	3.3915	9.7558	3.7237	4.8744	5.8961	7.9400	4.8013	4.7581	3.4368	5.2948	3.6286	-0.3299	2.3044
198112	-3.1840	-3.7611	-3.9109	-1.4854	-2.8265	-0.0530	-0.2424	-1.0869	-1.9467	-0.7102	-1.1923	-0.4946	-1.6585	-1.6828	-1.2590	0.0455	-5.4393	-4.1250	-4.0711	-1.9457	-4.9594	-0.2015	-2.9800	-5.6417	-3.9191	-1.7996	-2.8494	-4.8351	-2.3944	-1.5043	-1.5866	-2.4710
198201	-6.3923	-5.7280	-3.8144	-4.6508	-2.7396	-2.9970	-3.8674	-4.1352	-0.1039	-1.1955	-3.3727	-3.1715	-0.7532	1.8533	-0.9986	-5.3839	-2.7044	-1.8599	-4.5917	-0.1129	-3.4466	-2.0359	-3.3171	-5.4279	-2.6583	-3.9444	-1.5550	-3.6014	0.3968	0.2495	-4.6752	0.0950
198202	-8.7095	-8.6996	-7.4310	-6.7172	-3.8299	-3.6267	-3.5014	-2.0054	-2.1258	-1.6553	-1.6730	-2.3272	0.1860	0.0828	0.0782	-4.3609	-7.7360	-7.3020	-8.9158	-6.3249	-3.1980	-4.1231	-6.9807	-8.0212	-2.7422	-3.8406	-1.8649	-1.4324	0.1885	-3.7465	-4.4048	1.5303
198203	-4.7901	-2.3058	-1.8277	-1.7902	-1.2092	-0.6868	0.1253	-0.0697	-0.6309	0.1494	0.7837	0.1112	1.3106	1.9696	1.9297	0.9423	-3.0244	-5.1954	-4.2289	-3.1073	-3.7842	-1.2573	0.8066	0.3315	-1.2806	-0.5036	0.1189	-1.4395	2.4462	2.3374	2.4849	-3.5990
198204	3.3524	5.5044	7.9334	6.9098	5.7398	6.4219	5.6789	5.5148	4.1741	2.1960	5.1693	5.5076	5.7475	3.7938	4.0748	5.7522	5.9687	6.1244	5.6452	6.7981	4.9626	4.3652	3.7289	5.9561	2.7828	3.7861	3.4600	1.3238	4.0639	0.4290	5.1118	-0.0226
198205	-4.9341	-5.5676	-3.2339	-2.6611	-2.2974	-3.0977	-2.1957	-2.0652	-1.8710	-2.4805	0.6463	-2.2022	-1.7253	-0.8484	-2.0344	-1.0826	-9.9896	-3.6634	-5.1096	-3.5791	-7.9393	-4.9454	-1.7405	-0.9970	-6.1211	-3.8516	-1.1940	1.9316	-2.0523	-1.5710	-5.5377	-14.0599
198206	-6.1281	-3.9556	-3.2052	-3.0474	-2.2450	-4.3082	-1.3573	-0.4078	-2.2258	-2.0581	-0.8250	-0.9105	-0.2771	-2.2884	-1.1684	2.7289	-4.1152	-2.6969	-5.9069	-2.0906	-3.1526	-3.9892	0.9548	-3.2064	-1.7918	-1.0629	-0.0937	-5.0518	-0.4300	-2.3934	-2.0591	-0.7648
198207	-4.9629	-3.3942	-2.3071	-0.9603	-1.6629	-0.8008	-0.2634	-0.1821	-1.5090	-0.6519	-2.1986	0.1659	-0.5660	-1.2470	0.2147	-2.8097	0.2508	-2.3178	-0.0054	0.5609	-4.1345	-3.5345	-3.2294	-5.8882	-2.4025	-3.7385	-3.7300	-3.2958	-2.4249	-0.5139	-4.6197	-4.5179
198208	6.0549	9.5691	7.7614	8.6856	10.1763	7.0593	9.6472	9.0572	9.3493	7.6497	7.6240	8.3336	7.5283	8.2786	8.0338	9.9134	12.2905	14.8010	12.6307	10.0535	15.0092	13.9712	11.8540	9.1728	16.6228	13.8924	10.5212	10.6217	14.8183	12.0341	14.2535	4.7827
198209	0.8687	0.9984	4.9292	2.9322	1.2472	2.6524	4.5787	6.6837	2.6294	4.0802	5.4901	8.0200	4.2098	5.3198	6.7209	13.5125	1.7276	2.3182	0.9119	2.4784	2.1324	2.8400	1.6365	3.7839	2.5300	0.2877	1.8594	3.4513	-0.6867	-0.5334	5.1804	6.3188
198210	15.0442	16.7010	14.4955	16.2608	16.3461	13.1283	11.7176	12.6977	17.3798	9.8937	11.7050	13.7824	12.0642	10.1606	13.4466	18.7986	12.5266	13.7296	11.8708	12.3450	15.0172	11.3840	10.6202	10.2558	8.6328	12.2304	14.7607	16.2854	13.2604	7.9879	1.0612	21.5671
198211	9.5142	8.2047	11.2577	9.7112	11.7618	7.9085	8.1960	7.3100	9.1942	7.5378	6.9068	9.5892	16.7607	6.2373	8.4203	11.1175	9.8436	7.5391	6.2339	7.7826	5.9131	4.2401	4.3782	2.1492	5.2715	1.9783	2.9130	-0.7707	5.0981	3.8775	-0.8724	8.3371
198212	0.2905	-0.6244	1.3259	2.0086	1.7006	4.2873	0.3471	0.5142	3.6134	1.0018	0.2418	-0.4893	0.2349	1.3492	0.8553	-2.3454	2.6071	-6.6109	1.3650	3.9924	-2.6979	1.2889	0.3744	0.5680	4.2127	1.7006	-1.0515	-2.7089	2.0682	0.8124	3.6596	0.0415
198301	13.9632	14.6077	10.2737	6.8910	5.4358	7.8755	5.1625	3.6449	5.5970	4.8947	6.2559	5.4704	7.5732	4.3666	3.5727	5.1128	2.9848	2.1407	4.2967	1.9776	5.1949	2.6636	2.6580	3.0619	2.5587	3.7990	2.7943	5.1989	2.9395	9.5233	3.2780	2.2429
198302	-0.3863	4.8846	4.7304	5.4436	8.2357	4.4071	5.7750	8.2537	10.4241	5.9728	6.8743	4.7264	8.6864	5.6415	6.1617	5.3089	5.4991	2.8415	2.4657	3.3969	4.5607	6.0388	3.4481	-0.3603	4.4520	2.0784	1.2962	4.4036	4.5786	-0.4846	3.8952	5.5079
198303	1.5611	2.8150	1.9846	3.1835	5.0087	6.0317	6.7373	6.2744	10.0705	4.4210	4.6726	9.1177	5.0942	6.0415	7.0467	8.4386	6.1409	6.3656	0.6184	2.9460	2.8399	3.8242	2.1510	6.2703	3.4460	3.3326	5.7110	6.4916	4.1678	0.9584	6.6078	6.1955
198304	8.8794	6.8478	7.8829	7.9814	8.6764	6.0390	7.4004	8.3348	7.0374	4.0912	8.5254	9.3595	11.4100	5.9578	10.1899	4.2604	2.8108	3.4037	5.2680	7.2154	7.4523	6.7539	6.7314	5.5328	6.3312	11.1205	8.1429	11.1751	8.3772	5.6546	7.9195	10.9157
198305	12.7402	10.4660	5.8390	6.5558	9.8299	10.0665	4.7600	4.1988	4.7225	6.2150	3.6465	4.4086	6.2765	4.6336	2.8998	6.5609	5.8954	0.6748	0.1721	0.2738	1.4175	-3.3218	-2.0062	2.8304	1.2627	-0.6895	1.3266	0.0822	0.9856	-0.9800	-1.0540	-4.3664
198306	4.8873	8.0686	5.1032	5.7786	6.1810	2.8695	5.8301	5.5645	1.6687	3.2439	2.3336	1.3657	4.4843	3.5708	0.8637	1.2540	9.4369	5.9743	7.1925	5.1684	0.4597	4.9656	6.3888	3.0660	-0.3803	3.2984	1.1512	3.4869	0.3204	0.5116	4.5022	-1.9664
198307	-8.1898	-6.0471	-5.0153	-5.0188	-1.3259	-3.1872	-1.2723	0.3965	-2.0317	-0.2511	3.7260	4.2110	-0.4034	0.9235	1.7097	4.0322	-4.8737	-5.9710	-6.3348	-4.0675	-8.0529	-5.4734	-4.7869	-4.5569	-2.0183	-0.9114	-2.8890	-4.3504	-0.3972	-2.8300	3.2664	-2.4378
198308	-5.7921	-5.5433	-4.3150	-4.2841	-5.8579	-2.7131	-2.8999	-1.9207	-5.2736	-1.6033	-1.9117	-0.3743	-2.6505	0.0517	4.2027	1.2204	-0.4490	-2.0320	-0.2417	-1.5920	-2.3769	-1.4914	0.1409	-0.6099	-1.5328	1.3282	2.3331	3.5242	3.3568	5.3669	6.6558	8.7371
198309	-4.9932	0.6772	2.2726	1.3670	0.2199	1.7767	2.7778	3.9917	-0.8420	4.9784	4.4662	2.6248	2.0626	4.5036	5.9185	0.2626	-0.1612	2.2204	3.1444	3.1458	3.1641	4.5285	0.9259	0.4277	1.9887	2.4196	0.1037	0.0999	2.3346	1.1615	-0.8903	-3.5174
198310	-11.0165	-9.8662	-7.7646	-8.5059	-5.6827	-4.4960	-4.2279	-4.5707	-6.9918	-1.6646	-1.6567	-2.7142	-4.8348	-1.7207	-0.4130	-5.2038	-8.7749	-7.3914	-2.9250	-3.2287	-2.8811	-4.3263	-1.6110	-0.5181	-0.3110	0.5587	-1.6480	-0.9724	0.6973	-2.0006	2.5040	-1.5549
198311	1.5854	4.9980	7.0251	4.9883	4.0188	6.1233	3.6353	4.1896	4.9875	2.9804	4.7613	4.6468	3.9139	6.1341	2.8490	3.6976	9.3047	3.5568	5.2759	0.7575	5.3147	2.5122	3.7540	1.3447	4.4082	1.3894	2.8094	3.5616	3.2463	1.0370	-0.5227	3.5232
198312	-5.5317	-2.8258	-2.9879	-2.5564	-0.8294	-1.6699	-0.5355	0.6668	-0.7781	-0.4258	-0.8259	0.2932	0.5830	0.8622	0.0874	2.1953	-1.4386	-2.6175	-2.2151	-0.0662	-2.3709	-1.2994	0.1983	-0.4618	-2.2187	-0.5376	-2.0447	1.9182	-2.8238	-0.8916	0.2608	4.0660
198401	-1.9452	-4.7801	-5.6074	-4.1682	-0.2445	-2.8464	-0.5598	-0.0922	2.1199	-0.5022	1.1289	1.1408	3.0005	0.9282	3.9909	5.1171	-8.6067	-6.5297	-7.2477	-5.6541	-3.0788	-2.6221	-1.5236	-0.2386	-2.1112	-3.1438	6.8136	3.0726	-2.5948	5.4097	7.4005	7.7765
198402	-7.3178	-6.8989	-7.0072	-6.8182	-4.6307	-4.8380	-5.6447	-5.4027	-6.7683	-3.1982	-3.5932	-4.1775	-5.0591	-3.6006	-2.8357	-0.9102	-2.1289	-5.8070	-3.2915	-4.4916	-9.6950	-5.3715	-5.1698	-5.7573	-5.4517	-6.1354	-1.7958	-2.8283	-4.8773	-0.9774	2.9003	-0.4398
198403	-0.7855	1.4019	-0.6989	0.5292	2.4823	0.5484	1.5775	1.7312	1.7654	0.9800	0.7594	1.6093	4.0356	2.2562	0.9540	7.0178	-1.3199	0.6636	0.8518	2.0338	6.1871	3.4268	2.0669	2.4539	3.2439	0.4682	-0.4084	-0.8307	3.7362	-2.4255	2.1216	0.5132
198404	-4.2633	-2.1236	-0.4966	0.2003	-2.1891	-0.2693	0.2797	2.3401	-1.1138	-2.0236	1.2314	-0.5267	-1.9488	1.4763	-0.1028	1.2306	-1.0373	0.2220	0.1827	1.3664	-5.9881	0.9290	-0.7306	2.2087	-2.6558	0.5153	2.6991	0.0427	-2.3949	2.4008	5.3224	2.0569
198405	-8.3737	-7.1011	-5.7894	-4.8530	-7.2626	-4.8001	-5.7239	-4.4660	-4.2238	-2.9217	-3.8823	-4.6762	-5.5836	-3.7907	-2.9569	-6.7871	-7.9430	-7.2217	-5.6933	-4.2124	-7.1630	-3.7705	-3.5081	-5.1252	-7.9542	-4.8246	-1.2002	-5.9785	-6.7907	-5.9404	-3.9350	-6.9904
198406	0.9858	2.9639	3.9413	6.4841	1.9356	1.8476	3.8206	0.9888	0.1956	1.4387	2.7872	1.9368	-0.2978	1.8966	1.3048	-1.5400	2.6261	5.7927	4.5859	3.7527	-1.3333	3.5588	5.7590	5.0761	0.0034	3.1099	0.4639	1.4511	0.1766	5.7739	0.5965	-3.5708
198407	-9.2222	-6.4615	-5.6493	-3.4543	-7.7435	-5.3160	-2.7471	-3.3273	-7.3109	-2.5026	-1.1005	0.3630	-7.1584	-3.6450	-0.1961	-0.4145	-8.4018	-5.4034	-1.6722	0.5582	-2.7967	-1.8138	-1.0227	-2.1391	-4.8833	0.2765	-4.1136	0.2017	-1.6685	-1.2327	-4.3588	1.2230
198408	13.0498	15.1399	14.0543	13.2882	10.8822	13.1494	9.7617	10.6939	9.6322	11.2657	8.3517	10.3105	9.7174	10.0699	7.2222	10.2660	16.8960	17.4874	11.1741	10.6161	13.1633	9.9371	9.8512	10.8668	11.8358	11.6941	11.4113	12.1394	12.6592	9.0771	12.3967	11.5313
198409	-4.1432	-4.5350	-3.7818	-1.7443	-0.3707	-0.1958	1.1876	1.4941	-1.7298	1.2254	1.7249	3.0591	-0.8663	3.4192	4.4484	3.2494	-1.4311	-6.0090	-2.9879	-1.9072	-3.9033	-2.1717	-0.1695	-0.5147	-1.2019	-0.8810	1.8840	3.6149	1.7560	3.8594	3.3991	5.0472
198410	-3.2989	-3.8432	-2.0953	-1.2106	-3.0874	-1.6623	-1.7500	-0.3466	-2.8628	1.1395	-0.4064	1.9156	-3.0243	-1.8832	3.3036	3.5493	-5.4996	-1.6460	0.7633	1.0374	1.5248	1.1479	0.8381	3.3454	0.7054	-0.7179	0.3701	-0.0486	2.2424	-1.7256	-1.7996	1.0647
198411	-7.6665	-6.0137	-3.7410	-3.1714	-4.0520	-3.7394	-2.6042	1.2930	-5.3982	0.3831	1.0112	2.0568	-3.4104	1.3449	2.5719	1.2183	-4.2252	-3.6421	-2.5942	-2.3591	-0.9026	-0.3455	-1.3590	-0.6328	-0.4934	-1.2759	-1.4908	-0.8628	1.9479	2.6912	-0.8996	-0.0191
198412	0.0241	3.4392	1.7823	2.7385	-0.6401	0.4011	2.7973	2.6999	-0.1337	0.4813	2.2856	3.1669	0.2704	1.8848	3.1866	3.7278	3.5959	4.4105	3.2753	2.6099	2.7823	1.3393	2.7177	0.8997	2.5506	2.8699	2.6392	4.6523	1.7316	1.7382	2.3976	3.4564
